id,active_ingredient,brand_name,manufacturer,therapeutic_group,pharmacological_class,drug_type,strength,dosage_form,route,indication,indication_category,side_effects,pregnancy_category,controlled_substance,otc_or_rx,food_interaction,alcohol_interaction,num_ingredients,is_combination_drug
8200,Fluoxetine,Prozac,Eli Lilly,Antidepressant,SSRI,Small molecule,20 mg,Tablet,Oral,Depression,Neurological,Headache,C,No,RX,0,1,1,0
8201,Amlodipine,Amlogard,Renata,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Hypertension,Cardiovascular,Flushing,C,No,RX,1,1,1,0
8202,Amlodipine,Amlogard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,10 mg,Capsule,Oral,Coronary artery disease,Cardiovascular,Edema,C,No,RX,1,1,1,0
8203,Ibuprofen,Advil,ACI,Analgesic,NSAID,Small molecule,400 mg,Syrup,Oral,Inflammation,General,Nausea,D,No,OTC,1,1,1,0
8204,Paracetamol,Panadol,ACI,Analgesic,Para-aminophenol,Small molecule,500 mg,Syrup,IV,Pain,General,Rash,A,No,OTC,0,1,1,0
8205,Fluoxetine,Fluoxin,Beximco,Antidepressant,SSRI,Small molecule,20 mg,Capsule,Oral,Depression,Neurological,Insomnia,C,No,RX,0,1,1,0
8206,Omeprazole,Omepra,Incepta,Antacid,Proton pump inhibitor,Small molecule,40 mg,Tablet,IV,Peptic ulcer,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
8207,Omeprazole,Seclo,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,10 mg,Capsule,IV,Peptic ulcer,Gastrointestinal,Headache,C,No,OTC,1,0,1,0
8208,Omeprazole,Losectil,ACI,Antacid,Proton pump inhibitor,Small molecule,40 mg,Injection,IV,Acid reflux,Gastrointestinal,Headache,C,No,OTC,1,0,1,0
8209,Omeprazole,Seclo,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,40 mg,Capsule,IV,Acid reflux,Gastrointestinal,Headache,C,No,OTC,1,0,1,0
8210,Amoxicillin + Clavulanate,Moxaclave,Beximco,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Respiratory infection,Infectious,Rash,B,No,RX,0,0,2,1
8211,Salbutamol,Sultolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Syrup,Inhalation,Asthma,Respiratory,Tremor,C,No,RX,0,0,1,0
8212,Ciprofloxacin,Flocin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Syrup,Oral,Infection,Infectious,Dizziness,C,No,RX,1,0,1,0
8213,Salbutamol,Brodil,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Inhaler,Oral,COPD,Respiratory,Palpitation,C,No,RX,0,0,1,0
8214,Insulin Glargine,Basalin,Incepta,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Hypoglycemia,C,No,RX,1,1,1,0
8215,Metformin,Formet,ACI,Antidiabetic,Biguanide,Small molecule,500 mg,Tablet,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
8216,Insulin Glargine,Basalin,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Diabetes,Endocrine,Hypoglycemia,C,No,RX,1,1,1,0
8217,Metformin,Glucophage,Square,Antidiabetic,Biguanide,Small molecule,1000 mg,Tablet,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
8218,Insulin Glargine,Basalin,Incepta,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Hypoglycemia,C,No,RX,1,1,1,0
8219,Omeprazole,Losectil,Square,Antacid,Proton pump inhibitor,Small molecule,40 mg,Capsule,Oral,Peptic ulcer,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
8220,Ciprofloxacin,Cipro,Square,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Tablet,Oral,Urinary tract infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
8221,Cetirizine,Rinil,ACI,Antihistamine,H1 antagonist,Small molecule,10 mg,Tablet,Oral,Urticaria,General,Headache,B,No,OTC,0,1,1,0
8222,Paracetamol,Panadol,Renata,Analgesic,Para-aminophenol,Small molecule,500 mg,Syrup,Oral,Pain,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
8223,Losartan,Cozaar,Beximco,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
8224,Paracetamol,Renova,Beximco,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Tablet,IV,Pain,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
8225,Amlodipine,Amdocal,Square,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Hypertension,Cardiovascular,Headache,C,No,RX,1,1,1,0
8226,Salbutamol,Ventolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Syrup,Oral,Asthma,Respiratory,Tremor,C,No,RX,0,0,1,0
8227,Omeprazole,Losectil,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,10 mg,Tablet,Oral,Acid reflux,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
8228,Losartan,Losatin,Beximco,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Heart failure,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
8229,Azithromycin,Azithrin,Square,Antibiotic,Macrolide,Small molecule,500 mg,Capsule,Oral,Respiratory infection,Infectious,Diarrhea,B,No,RX,0,0,1,0
8230,Azithromycin,Zithromax,Pfizer,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Syrup,Oral,Infection,Infectious,Diarrhea,B,No,RX,0,0,1,0
8231,Ibuprofen,Brufen,Square,Analgesic,NSAID,Small molecule,400 mg,Capsule,Oral,Fever,General,Gastric irritation,D,No,OTC,1,1,1,0
8232,Ciprofloxacin,Flocin,Renata,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Syrup,Oral,Respiratory infection,Infectious,Dizziness,C,No,RX,1,0,1,0
8233,Azithromycin,Zithromax,ACI,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Capsule,Oral,Skin infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
8234,Metformin,Formet,Square,Antidiabetic,Biguanide,Small molecule,500 mg,Tablet,Oral,Insulin resistance,Endocrine,Abdominal pain,B,No,RX,1,1,1,0
8235,Ciprofloxacin,Flocin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Injection,Oral,Respiratory infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
8236,Amoxicillin + Clavulanate,Augmentin,Square,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
8237,Omeprazole,Prilosec,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,10 mg,Capsule,Oral,Peptic ulcer,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
8238,Salbutamol,Ventolin,Square,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Inhaler,Inhalation,Bronchospasm,Respiratory,Tremor,C,No,RX,0,0,1,0
8239,Insulin Glargine,Glaritus,Sanofi,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
8240,Fluoxetine,Depzac,Square,Antidepressant,SSRI,Small molecule,40 mg,Tablet,Oral,Panic disorder,Neurological,Headache,C,No,RX,0,1,1,0
8241,Insulin Glargine,Basalin,Incepta,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
8242,Ciprofloxacin,Cipro,Incepta,Antibiotic,Fluoroquinolone,Small molecule,750 mg,Syrup,Oral,Infection,Infectious,Diarrhea,C,No,RX,1,0,1,0
8243,Lisinopril,Lisinace,Renata,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Post-MI,Cardiovascular,Headache,D,No,RX,0,1,1,0
8244,Amlodipine,Amcard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Angina,Cardiovascular,Flushing,C,No,RX,1,1,1,0
8245,Atorvastatin,Atocor,Square,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Myalgia,X,No,RX,1,1,1,0
8246,Salbutamol,Ventolin,GSK,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Syrup,Oral,Bronchospasm,Respiratory,Tachycardia,C,No,RX,0,0,1,0
8247,Paracetamol,Tylenol,ACI,Analgesic,Para-aminophenol,Small molecule,1000 mg,Tablet,Oral,Fever,General,Rash,A,No,OTC,0,1,1,0
8248,Metformin,Glucophage,ACI,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Diabetes,Endocrine,Vomiting,B,No,RX,1,1,1,0
8249,Cetirizine,Cetrizin,Beximco,Antihistamine,H1 antagonist,Small molecule,5 mg,Tablet,Oral,Allergy,General,Drowsiness,B,No,OTC,0,1,1,0
8250,Amoxicillin + Clavulanate,Clavam,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Respiratory infection,Infectious,Nausea,B,No,RX,0,0,2,1
8251,Lisinopril,Lisinace,Square,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
8252,Losartan,Losacar,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
8253,Amoxicillin + Clavulanate,Clavam,GSK,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Sinusitis,Infectious,Nausea,B,No,RX,0,0,2,1
8254,Ciprofloxacin,Bacquinor,Incepta,Antibiotic,Fluoroquinolone,Small molecule,500 mg,Syrup,Oral,Urinary tract infection,Infectious,Headache,C,No,RX,1,0,1,0
8255,Azithromycin,Azithrin,Pfizer,Antibiotic,Macrolide,Small molecule,200 mg/5ml,Tablet,Oral,Infection,Infectious,Nausea,B,No,RX,0,0,1,0
8256,Losartan,Losartan-MSD,MSD,Antihypertensive,ARB,Small molecule,25 mg,Tablet,Oral,Heart failure,Cardiovascular,Cough,D,No,RX,0,1,1,0
8257,Paracetamol,Renova,Renata,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Syrup,Oral,Fever,General,Nausea,A,No,OTC,0,1,1,0
8258,Azithromycin,Azithrin,Incepta,Antibiotic,Macrolide,Small molecule,250 mg,Capsule,Oral,Respiratory infection,Infectious,Vomiting,B,No,RX,0,0,1,0
8259,Ciprofloxacin,Bacquinor,Incepta,Antibiotic,Fluoroquinolone,Small molecule,750 mg,Tablet,Oral,Respiratory infection,Infectious,Nausea,C,No,RX,1,0,1,0
8260,Omeprazole,Omepra,Square,Antacid,Proton pump inhibitor,Small molecule,10 mg,Injection,Oral,Peptic ulcer,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
8261,Cetirizine,Cetrizin,ACI,Antihistamine,H1 antagonist,Small molecule,10 mg,Syrup,Oral,Urticaria,General,Headache,B,No,OTC,0,1,1,0
8262,Omeprazole,Losectil,ACI,Antacid,Proton pump inhibitor,Small molecule,10 mg,Capsule,IV,Acid reflux,Gastrointestinal,Diarrhea,C,No,OTC,1,0,1,0
8263,Ibuprofen,Profen,Incepta,Analgesic,NSAID,Small molecule,400 mg,Syrup,Oral,Fever,General,Gastric irritation,D,No,OTC,1,1,1,0
8264,Lisinopril,Listril,AstraZeneca,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Post-MI,Cardiovascular,Dry cough,D,No,RX,0,1,1,0
8265,Metformin,Glucophage,Beximco,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Diabetes,Endocrine,Vomiting,B,No,RX,1,1,1,0
8266,Cetirizine,Cetrizin,Beximco,Antihistamine,H1 antagonist,Small molecule,10 mg,Syrup,Oral,Allergy,General,Drowsiness,B,No,OTC,0,1,1,0
8267,Metformin,Glycomet,Beximco,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Diabetes,Endocrine,Nausea,B,No,RX,1,1,1,0
8268,Atorvastatin,Storvas,Pfizer,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Myalgia,X,No,RX,1,1,1,0
8269,Amoxicillin + Clavulanate,Moxaclave,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,375 mg,Tablet,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,2,1
8270,Insulin Glargine,Lantus,Incepta,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
8271,Omeprazole,Omepra,Incepta,Antacid,Proton pump inhibitor,Small molecule,20 mg,Injection,Oral,GERD,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
8272,Ibuprofen,Brufen,ACI,Analgesic,NSAID,Small molecule,200 mg,Capsule,Oral,Inflammation,General,Nausea,D,No,OTC,1,1,1,0
8273,Losartan,Cozaar,Beximco,Antihypertensive,ARB,Small molecule,25 mg,Tablet,Oral,Heart failure,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
8274,Ciprofloxacin,Ciprosin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Tablet,Oral,Infection,Infectious,Headache,C,No,RX,1,0,1,0
8275,Fluoxetine,Prozac,Square,Antidepressant,SSRI,Small molecule,10 mg,Tablet,Oral,Panic disorder,Neurological,Dizziness,C,No,RX,0,1,1,0
8276,Cetirizine,Cetrizin,Incepta,Antihistamine,H1 antagonist,Small molecule,5 mg,Capsule,Oral,Urticaria,General,Fatigue,B,No,OTC,0,1,1,0
8277,Amlodipine,Norvasc,Square,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Hypertension,Cardiovascular,Flushing,C,No,RX,1,1,1,0
8278,Amoxicillin + Clavulanate,Augmentin,Incepta,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Syrup,Oral,Respiratory infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
8279,Metformin,Glucophage,Square,Antidiabetic,Biguanide,Small molecule,1000 mg,Tablet,Oral,Diabetes,Endocrine,Vomiting,B,No,RX,1,1,1,0
8280,Ibuprofen,Nurofen,Incepta,Analgesic,NSAID,Small molecule,600 mg,Tablet,Oral,Pain,General,Gastric irritation,D,No,OTC,1,1,1,0
8281,Ibuprofen,Profen,Square,Analgesic,NSAID,Small molecule,200 mg,Tablet,Oral,Inflammation,General,Headache,D,No,OTC,1,1,1,0
8282,Losartan,Cozaar,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
8283,Paracetamol,Tylenol,Beximco,Analgesic,Para-aminophenol,Small molecule,1000 mg,Syrup,Oral,Pain,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
8284,Insulin Glargine,Glaritus,Sanofi,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
8285,Amlodipine,Norvasc,Square,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Capsule,Oral,Angina,Cardiovascular,Flushing,C,No,RX,1,1,1,0
8286,Lisinopril,Zestril,AstraZeneca,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Post-MI,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
8287,Losartan,Cozaar,Square,Antihypertensive,ARB,Small molecule,50 mg,Tablet,Oral,Hypertension,Cardiovascular,Hyperkalemia,D,No,RX,0,1,1,0
8288,Azithromycin,Zithromax,Incepta,Antibiotic,Macrolide,Small molecule,500 mg,Tablet,Oral,Infection,Infectious,Vomiting,B,No,RX,0,0,1,0
8289,Ibuprofen,Advil,Incepta,Analgesic,NSAID,Small molecule,600 mg,Capsule,Oral,Pain,General,Headache,D,No,OTC,1,1,1,0
8290,Cetirizine,Zyrtec,Beximco,Antihistamine,H1 antagonist,Small molecule,5 mg,Capsule,Oral,Allergy,General,Headache,B,No,OTC,0,1,1,0
8291,Omeprazole,Seclo,Square,Antacid,Proton pump inhibitor,Small molecule,10 mg,Capsule,IV,Acid reflux,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
8292,Cetirizine,Alatrol,Incepta,Antihistamine,H1 antagonist,Small molecule,10 mg,Tablet,Oral,Urticaria,General,Drowsiness,B,No,OTC,0,1,1,0
8293,Ibuprofen,Advil,ACI,Analgesic,NSAID,Small molecule,600 mg,Syrup,Oral,Pain,General,Nausea,D,No,OTC,1,1,1,0
8294,Amlodipine,Amlogard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Angina,Cardiovascular,Headache,C,No,RX,1,1,1,0
8295,Salbutamol,Salbu,GSK,Bronchodilator,Beta-2 agonist,Small molecule,2 mg,Syrup,Oral,Asthma,Respiratory,Palpitation,C,No,RX,0,0,1,0
8296,Insulin Glargine,Glaritus,Sanofi,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
8297,Metformin,Obimet,Square,Antidiabetic,Biguanide,Small molecule,500 mg,Tablet,Oral,Insulin resistance,Endocrine,Vomiting,B,No,RX,1,1,1,0
8298,Salbutamol,Sultolin,Incepta,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Inhaler,Oral,Asthma,Respiratory,Headache,C,No,RX,0,0,1,0
8299,Cetirizine,Alatrol,Incepta,Antihistamine,H1 antagonist,Small molecule,5 mg,Syrup,Oral,Urticaria,General,Headache,B,No,OTC,0,1,1,0
8300,Amlodipine,Amcard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Tablet,Oral,Hypertension,Cardiovascular,Edema,C,No,RX,1,1,1,0
8301,Paracetamol,Panadol,Renata,Analgesic,Para-aminophenol,Small molecule,1000 mg,Tablet,IV,Pain,General,Nausea,A,No,OTC,0,1,1,0
8302,Insulin Glargine,Lantus,Incepta,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
8303,Ibuprofen,Brufen,Square,Analgesic,NSAID,Small molecule,400 mg,Capsule,Oral,Pain,General,Dizziness,D,No,OTC,1,1,1,0
8304,Losartan,Losacar,Beximco,Antihypertensive,ARB,Small molecule,100 mg,Tablet,Oral,Hypertension,Cardiovascular,Dizziness,D,No,RX,0,1,1,0
8305,Metformin,Glycomet,Square,Antidiabetic,Biguanide,Small molecule,500 mg,Capsule,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
8306,Insulin Glargine,Basalin,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
8307,Fluoxetine,Fluoxin,Renata,Antidepressant,SSRI,Small molecule,40 mg,Capsule,Oral,OCD,Neurological,Dizziness,C,No,RX,0,1,1,0
8308,Amoxicillin + Clavulanate,Augmentin,GSK,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Respiratory infection,Infectious,Nausea,B,No,RX,0,0,2,1
8309,Atorvastatin,Atocor,Pfizer,Lipid-lowering,Statin,Small molecule,40 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Nausea,X,No,RX,1,1,1,0
8310,Paracetamol,Tylenol,Incepta,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Capsule,IV,Fever,General,Rash,A,No,OTC,0,1,1,0
8311,Insulin Glargine,Toujeo,Incepta,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Weight gain,C,No,RX,1,1,1,0
8312,Cetirizine,Alatrol,ACI,Antihistamine,H1 antagonist,Small molecule,10 mg,Capsule,Oral,Allergy,General,Drowsiness,B,No,OTC,0,1,1,0
8313,Cetirizine,Zyrtec,Incepta,Antihistamine,H1 antagonist,Small molecule,5 mg,Capsule,Oral,Allergic rhinitis,General,Headache,B,No,OTC,0,1,1,0
8314,Omeprazole,Seclo,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,20 mg,Injection,IV,Acid reflux,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
8315,Losartan,Losatin,MSD,Antihypertensive,ARB,Small molecule,25 mg,Tablet,Oral,Hypertension,Cardiovascular,Fatigue,D,No,RX,0,1,1,0
8316,Amoxicillin + Clavulanate,Augmentin,Beximco,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Syrup,Oral,Infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
8317,Insulin Glargine,Lantus,Beximco,Antidiabetic,Long-acting insulin,Biologic,100 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
8318,Atorvastatin,Atocor,Pfizer,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Headache,X,No,RX,1,1,1,0
8319,Atorvastatin,Storvas,Square,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Myalgia,X,No,RX,1,1,1,0
8320,Azithromycin,Zimax,Incepta,Antibiotic,Macrolide,Small molecule,500 mg,Tablet,Oral,Respiratory infection,Infectious,Abdominal pain,B,No,RX,0,0,1,0
8321,Amoxicillin + Clavulanate,Moxaclave,GSK,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Sinusitis,Infectious,Nausea,B,No,RX,0,0,2,1
8322,Atorvastatin,Lipitor,Renata,Lipid-lowering,Statin,Small molecule,20 mg,Tablet,Oral,Cardiovascular disease prevention,Cardiovascular,Diarrhea,X,No,RX,1,1,1,0
8323,Amlodipine,Amcard,Pfizer,Antihypertensive,Calcium channel blocker,Small molecule,5 mg,Capsule,Oral,Angina,Cardiovascular,Flushing,C,No,RX,1,1,1,0
8324,Salbutamol,Salbu,Square,Bronchodilator,Beta-2 agonist,Small molecule,4 mg,Inhaler,Inhalation,Bronchospasm,Respiratory,Headache,C,No,RX,0,0,1,0
8325,Lisinopril,Prinivil,Renata,Antihypertensive,ACE inhibitor,Small molecule,10 mg,Tablet,Oral,Post-MI,Cardiovascular,Headache,D,No,RX,0,1,1,0
8326,Metformin,Glycomet,ACI,Antidiabetic,Biguanide,Small molecule,850 mg,Tablet,Oral,Diabetes,Endocrine,Diarrhea,B,No,RX,1,1,1,0
8327,Metformin,Formet,ACI,Antidiabetic,Biguanide,Small molecule,1000 mg,Tablet,Oral,Insulin resistance,Endocrine,Diarrhea,B,No,RX,1,1,1,0
8328,Paracetamol,Panadol,Square,Analgesic,Para-aminophenol,Small molecule,250 mg/5ml,Syrup,IV,Fever,General,Nausea,A,No,OTC,0,1,1,0
8329,Lisinopril,Zestril,Square,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Heart failure,Cardiovascular,Dizziness,D,No,RX,0,1,1,0
8330,Paracetamol,Panadol,ACI,Analgesic,Para-aminophenol,Small molecule,500 mg,Capsule,IV,Fever,General,Rash,A,No,OTC,0,1,1,0
8331,Amoxicillin + Clavulanate,Clavam,GSK,Antibiotic,Beta-lactam + Beta-lactamase inhibitor,Small molecule,1000 mg,Tablet,Oral,Infection,Infectious,Diarrhea,B,No,RX,0,0,2,1
8332,Amlodipine,Amcard,Beximco,Antihypertensive,Calcium channel blocker,Small molecule,2.5 mg,Tablet,Oral,Angina,Cardiovascular,Edema,C,No,RX,1,1,1,0
8333,Ibuprofen,Profen,Incepta,Analgesic,NSAID,Small molecule,200 mg,Capsule,Oral,Fever,General,Gastric irritation,D,No,OTC,1,1,1,0
8334,Insulin Glargine,Lantus,Novo Nordisk,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Type 1 diabetes,Endocrine,Hypoglycemia,C,No,RX,1,1,1,0
8335,Paracetamol,Tylenol,Renata,Analgesic,Para-aminophenol,Small molecule,1000 mg,Tablet,Oral,Fever,General,Hepatotoxicity (overdose),A,No,OTC,0,1,1,0
8336,Salbutamol,Sultolin,Square,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Syrup,Oral,Bronchospasm,Respiratory,Tachycardia,C,No,RX,0,0,1,0
8337,Ibuprofen,Brufen,Square,Analgesic,NSAID,Small molecule,400 mg,Tablet,Oral,Fever,General,Gastric irritation,D,No,OTC,1,1,1,0
8338,Lisinopril,Zestril,AstraZeneca,Antihypertensive,ACE inhibitor,Small molecule,5 mg,Tablet,Oral,Heart failure,Cardiovascular,Dry cough,D,No,RX,0,1,1,0
8339,Cetirizine,Alatrol,ACI,Antihistamine,H1 antagonist,Small molecule,10 mg,Capsule,Oral,Allergy,General,Fatigue,B,No,OTC,0,1,1,0
8340,Ciprofloxacin,Flocin,Bayer,Antibiotic,Fluoroquinolone,Small molecule,250 mg,Injection,IV,Urinary tract infection,Infectious,Headache,C,No,RX,1,0,1,0
8341,Cetirizine,Zyrtec,Beximco,Antihistamine,H1 antagonist,Small molecule,10 mg,Syrup,Oral,Allergic rhinitis,General,Drowsiness,B,No,OTC,0,1,1,0
8342,Atorvastatin,Lipitor,Beximco,Lipid-lowering,Statin,Small molecule,80 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Nausea,X,No,RX,1,1,1,0
8343,Salbutamol,Ventolin,ACI,Bronchodilator,Beta-2 agonist,Small molecule,100 mcg/dose,Syrup,Oral,Bronchospasm,Respiratory,Palpitation,C,No,RX,0,0,1,0
8344,Omeprazole,Seclo,AstraZeneca,Antacid,Proton pump inhibitor,Small molecule,10 mg,Tablet,Oral,GERD,Gastrointestinal,Nausea,C,No,OTC,1,0,1,0
8345,Omeprazole,Seclo,Square,Antacid,Proton pump inhibitor,Small molecule,40 mg,Tablet,IV,Peptic ulcer,Gastrointestinal,Abdominal pain,C,No,OTC,1,0,1,0
8346,Metformin,Glucophage,Incepta,Antidiabetic,Biguanide,Small molecule,850 mg,Capsule,Oral,Insulin resistance,Endocrine,Nausea,B,No,RX,1,1,1,0
8347,Insulin Glargine,Toujeo,Beximco,Antidiabetic,Long-acting insulin,Biologic,300 IU/ml,Injection,Subcutaneous,Type 2 diabetes,Endocrine,Injection site reaction,C,No,RX,1,1,1,0
8348,Atorvastatin,Atorin,Renata,Lipid-lowering,Statin,Small molecule,10 mg,Tablet,Oral,Hypercholesterolemia,Cardiovascular,Nausea,X,No,RX,1,1,1,0
8349,Omeprazole,Omepra,Square,Antacid,Proton pump inhibitor,Small molecule,10 mg,Capsule,Oral,GERD,Gastrointestinal,Headache,C,No,OTC,1,0,1,0
8350,Paracetamol,Panadol,Incepta,Analgesic,Para-aminophenol,Small molecule,500 mg,Tablet,Oral,Fever,General,Nausea,A,No,OTC,0,1,1,0
